Gene_Symbol	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110
Irf6	17.3409	14.9612	13.4577	13.5442	14.1706	15.7596	13.84	12.3526	15.2714	13.4973	12.8574	14.0247	15.4104	13.1455	13.6747
A130010J15Rik	3.4009	4.2456	2.9432	4.0121	4.6107	4.3145	3.7849	4.1572	3.0453	4.5015	5.2674	4.8747	3.7958	5.2617	3.9544
Traf3ip3	3.4176	3.5109	3.2049	6.9815	4.5824	5.4819	6.1506	4.0141	2.8471	4.4577	4.3832	4.2869	3.2009	2.8686	3.5869
Gm15872	0.1325	0	0.1376	0	0.1337	0	0.2245	0	0.1034	0	0	0	0	0	0.4294
4930570N18Rik	2.6531	0.5073	0.9184	2.8432	0.8927	1.9396	2.2476	0.4519	1.3807	3.2395	3.304	0.4398	1.213	1.1566	2.0061
Lamb3	66.8753	65.2545	75.2136	72.5038	94.553	71.6077	60.4278	84.7069	75.6897	79.5633	86.2924	102.8383	71.7188	91.7002	65.0701
Hsd11b1	175.3313	175.1828	181.4342	201.3724	142.6405	183.3333	196.2482	174.0353	187.2805	156.6064	171.6353	147.83	186.4636	170.8432	187.7598
Gm38118	0.4625	0.6821	0.4117	1.2745	0.6669	1.594	1.4179	0.9453	0.8768	1.1063	1.4105	0.5257	0.3172	0.4608	0.8564
G0s2	124.5575	184.6499	153.5066	152.5008	115.1779	131.7859	156.6838	89.2288	122.758	97.3717	110.8274	80.6322	140.9063	90.5237	97.3292
Gm37691	0.7417	0.8509	0.8295	1.5723	1.4398	0.876	1.0312	0.6414	0.8908	1.0151	1.2181	0.9647	0.7826	0.8457	0.8505
Gm37650	0.592	0	0	0	0	0	0.3343	0	0	0	0	0.5887	0	0	0
Camk1g	0.3725	0.9766	0.4973	1.0753	0.5908	1.167	0.6311	1.3595	0.7061	0.7239	0.9656	1.5876	0.6933	0.6959	0.9656
Gm37942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38022	0	0	0	0	0	0	0	0	0.2844	0	0	0	0	0	0
Gm38322	0	0	0	0	0	0	0	0	0.0498	0	0	0	0	0	0
4631405K08Rik	0.0695	0.0797	0.0722	0	0.0702	0.1525	0.0393	0	0.1628	0	0	0	0.143	0.1212	0.0901
Mir205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930503O07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.1742	0	0
Plxna2	19.5069	20.3475	17.0974	17.8006	18.8529	18.2325	21.5171	21.2988	26.0577	19.1718	25.7861	22.4362	20.8232	21.6061	19.7502
Gm37783	0	0.0907	0.0821	0.0727	0.0798	0.0867	0.0893	0	0.1235	0	0.1689	0.1573	0	0.069	0.0513
Gm37674	0	0.0918	0.0831	0.0735	0	0	0.0904	0	0.0625	0.0838	0.0854	0	0.0549	0.1396	0.1038
Gm38036	0	0.0473	0	0	0	0.0452	0	0	0.0322	0.0862	0	0.041	0	0	0
2900035J10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19777	0	0	0	0	0	0	0	0	0	0	0.4377	0	0.2812	0	0
Mir3962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd34	65.388	68.0564	60.4388	73.6038	72.8719	77.1601	87.1192	134.1674	124.6143	135.4332	147.8063	141.4831	116.1623	150.9626	132.6802
Gm16897	1.3549	2.2301	1.2236	1.6234	1.9028	1.3567	2.5286	3.4318	2.1154	2.4662	3.0184	3.1053	2.2221	2.1059	3.2835
A330023F24Rik	2.6524	2.3045	1.5321	2.2345	1.9485	2.0997	2.8187	2.2295	1.8867	1.0348	2.0438	1.6546	1.5069	1.382	2.0546
Gm32250	0	0	0	0	0	0.5	0	0	0.3559	0	0	0	0.3127	0	0
Gm37334	0	0	0	0.0918	0.0504	0.0548	0.0282	0	0.078	0	0	0	0.0343	0	0
9630010A21Rik	0.2172	0.1869	0.4512	0.2494	0.2741	0.1787	0.1534	0.2775	0.0848	0.2274	0.2319	0.3241	0.1117	0.3315	0.2112
Gm37027	1.7204	2.6314	2.9777	3.1606	1.1577	0.6289	5.5058	2.3443	2.6859	1.8005	3.6728	2.2814	1.1798	2.9999	2.9733
Cd46	0.7144	0.7531	0.6818	1.1529	0.7991	1.0375	1.2432	0.6117	0.6029	0.7477	1.0099	0.8066	0.3443	0.7744	1.0512
Mir29b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir29c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37366	0.0639	0.22	0.1991	0.1761	0.129	0.0701	0.2888	0.2613	0.0998	0.2007	0	0.0636	0.0877	0.2786	0.2071
Gm37132	0.1968	0.301	0.0681	0.3013	0.0662	0.0719	0.3334	0.067	0.2048	0.206	0.4201	0.261	0.1799	0.1144	0.3826
Cr1l	23.3352	22.9123	21.5227	24.7186	21.4779	23.0074	23.7141	23.2686	23.0109	21.7793	22.9554	22.7712	23.9613	22.3985	23.6183
Cr2	2.4431	1.3909	1.0149	3.624	3.1054	2.8578	3.7204	1.7201	1.4692	3.485	2.4534	2.1059	1.7003	1.0256	1.513
Gm37887	0	0	0	0	0	0.0593	0	0	0	0.0566	0	0.0538	0	0	0
Gm24802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam171a1	58.4315	59.4851	45.5447	71.4631	58.6794	61.9385	60.5501	55.4948	54.4365	61.3256	61.2429	63.4396	55.9159	60.6559	58.2819
Nmt2	24.5647	22.5795	18.7431	20.7748	21.1561	21.8794	20.0701	22.9539	23.6683	23.0605	23.0182	21.4694	21.4537	24.4241	22.6106
Gm22005	0	0	1.0813	0	1.0509	0	2.3521	0	1.6255	0	1.1114	0	0	0	1.3496
Rpp38	8.0306	8.4043	7.4619	7.7649	7.3949	7.5705	5.9677	5.6155	7.2588	7.6674	8.5722	8.1272	9.1791	7.1246	7.0308
Acbd7	0.5529	1.2686	0.2871	1.2698	0	1.2127	1.5614	0.8477	0.8633	1.1574	0	1.9248	0.7584	0.9642	1.971
Olah	0.083	0	0	0	0.0838	0	0.0937	0.1696	0.1296	0	0.0886	0.1651	0	0.1447	0.0538
Gm37525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meig1	10.6574	11.7672	11.206	12.7264	13.8501	10.5184	14.8217	15.7932	13.4151	17.7065	13.6513	13.647	17.2673	13.5895	17.0086
Dclre1c	3.1675	3.3262	2.2584	3.474	3.1813	2.8168	3.2751	2.8989	2.9647	3.7108	3.5324	3.4167	2.6694	3.0502	3.8401
Suv39h2	1.0653	1.6421	1.2445	1.2843	1.3777	1.4237	1.5605	1.497	1.5852	0.9755	1.2437	1.4237	1.8721	1.1029	1.5534
Gm13184	0.469	0.269	0	0.4308	0.7101	0.7715	0.1324	0.2397	0.3661	0.4909	0	0.2332	0.1608	0	0.152
Hspa14	22.7247	20.7968	20.781	19.2122	20.3081	24.8012	21.6627	24.0012	23.4738	22.609	23.137	22.2775	21.1188	21.7377	23.8506
Gm45902	1.925	1.3559	1.6133	1.6131	1.943	1.7036	2.1743	1.9328	1.9245	1.7672	2.0188	1.5787	1.5981	1.7667	1.751
Cdnf	2.1235	2.5984	1.9602	1.8639	2.334	2.7427	2.9583	2.5561	2.1734	2.7163	3.123	2.9568	2.0389	2.7977	2.6607
Gm13186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam107b	45.4232	47.765	46.7662	65.3106	64.2835	71.3797	63.6048	67.2008	59.4326	73.2273	65.5231	60.4686	53.9531	60.3579	60.9006
Gm13183	0	0	0	0	0	0	0	0.3803	0.1452	0	0	0.1851	0	0	0
Gm13181	0	0	0	0.1261	0	0	0.1551	0	0.1072	0	0	0	0.0942	0	0.089
Gm13185	0	0.1784	0	0	0	0.1705	0.0878	0	0.3642	0	0	0.1547	0	0	0.1008
Gm13180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frmd4a	13.6809	12.5567	11.1584	16.7654	14.2979	13.2377	12.79	9.2142	9.4331	13.5416	14.0398	13.5755	10.3354	11.0017	9.8567
Gm2639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37814	0	0	0	0	0	0	0.0228	0	0	0	0	0	0	0	0
Gm37107	0	0	0	0	0.0581	0	0	0	0	0	0	0	0	0	0
Gm38348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13187	0.5686	0.5436	0	0.8706	0.574	0.7275	0.5353	0.678	0.222	0.2976	0.607	0.2828	0.455	0.0826	0.6142
Gm36988	0	0	0	0	0	0	0.0344	0	0	0	0	0	0	0	0
Gm23691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13179	0	0.1722	0.4677	0.2758	0.4545	0.1646	0	0	0.1172	0.1571	0.3205	0.1493	0.2059	0.1309	0.3891
Prpf18	41.1112	39.7393	37.0661	40.1251	40.3806	41.4146	40.9403	38.6532	39.1282	40.3348	41.9357	43.7479	39.3621	42.3764	38.3086
Gm13196	0	0	0	0	0	0.4248	0.2188	0	0	0	0.4135	0	0.2656	0	0
Bend7	35.0738	31.682	29.8079	35.658	41.3386	37.1189	33.37	35.9884	35.3311	34.3992	37.1401	38.9916	31.7357	35.4631	34.6186
Gm13176	0.3078	0	0	0	0	0	0	0.3145	0	0	0	0.6122	0	0	0.1995
Sephs1	20.6891	22.8808	20.6363	26.9702	24.3095	25.1605	24.3766	25.0692	23.4423	26.8388	27.1888	25.4315	24.2992	26.4851	23.3806
Phyh	89.8052	76.3309	77.0738	79.6426	71.5474	101.033	85.101	92.2563	90.5665	89.6046	93.8744	96.4142	81.1613	86.2779	93.3853
Gm13194	1.4161	1.6245	0.9804	2.6016	0.9529	1.553	2.3994	0.4824	2.2109	0.9881	1.5116	1.8779	0.6475	1.6463	1.8356
Gm13193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13192	0.7058	1.6193	1.4659	1.945	1.4248	0.774	3.1889	0	2.2039	2.9547	1.5068	2.1059	1.9362	1.8461	1.3723
Ucma	0.3321	0	0	0	0	0.3642	0.469	0.1697	0.1296	0	0	0.1652	0.1139	0	0.4305
Mcm10	0.668	0.9852	0.5153	0.4558	0.6165	0.5232	0.7545	0.8777	0.447	0.759	0.9779	0.8352	0.6021	0.8819	0.8658
Optn	20.9667	23.0199	19.052	17.822	20.9265	20.8905	18.5351	20.6284	18.6878	20.5103	23.5079	22.7593	18.2153	24.5558	19.47
4930551O13Rik	0.2757	0.1581	0	0.6331	0.4174	0.6047	0.2336	0.2818	0.3228	0.2885	0.4414	0.2742	0.0945	0.2404	0.3574
Gm26776	0	0	0	0.072	0.0792	0.172	0	0	0.0612	0	0	0	0	0	0.0508
Ccdc3	2.4193	2.0815	2.1127	2.5253	1.8315	2.653	2.1737	2.0791	2.5324	2.1867	2.8172	2.3515	2.5264	2.3969	2.9933
Gm13198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Camk1d	12.0576	9.6823	7.6567	11.8383	9.8962	12.8107	12.1793	13.9793	12.6837	16.6117	14.7696	15.8651	11.9293	14.3042	13.7074
Gm13216	0	0.285	0	0	0	0	0	0	0.1939	0.26	0	0	0	0.4332	0
Cdc123	38.323	35.5491	41.3389	37.4218	38.6825	39.4687	36.9664	39.6859	41.2999	39.7971	39.3235	38.7476	38.5801	38.7724	39.2062
Nudt5	9.781	10.2074	9.9929	10.378	11.8153	10.5522	10.69	10.3664	9.5795	11.0185	10.8515	11.5294	10.9314	10.5611	10.9613
Gm13199	2.1276	3.772	2.2095	2.665	2.7333	3.1816	2.294	2.3721	2.7178	2.4291	2.8905	1.539	1.3265	1.1805	2.7578
Sec61a2	5.6192	7.4775	4.6017	6.9313	5.7692	5.6339	6.9274	5.5459	4.8377	5.5112	6.2381	5.2694	3.8317	4.0594	6.8882
Gm13267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1466	0
Dhtkd1	0.8113	0.7978	0.4815	0.8943	1.0295	1.4744	1.5187	0.924	0.8143	1.0675	0.7671	1.1989	0.8744	0.9701	1.292
Upf2	30.4929	29.2577	27.4332	32.0992	28.857	28.4981	29.1113	30.8348	32.429	27.787	28.6273	29.8741	28.3244	29.696	30.2432
Proser2	3.7765	4.6315	4.3204	2.9049	3.9049	3.5184	2.7484	2.6985	3.679	2.0083	2.4744	2.7635	3.548	2.7706	2.7659
Gm13384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10857	0	0	0	0	0.1061	0	0	0	0	0.055	0	0	0.036	0	0
Echdc3	6.9986	7.0876	7.4383	10.0448	10.9275	6.9552	8.0904	6.3143	7.3839	7.4389	8.2876	7.2869	7.4245	6.4356	7.5832
A230108P19Rik	0.0587	0.0674	0	0.1079	0.0593	0.1288	0.0663	0.12	0.1375	0	0.1254	0.0584	0.0403	0.0512	0
Gm13383	0	0	0.2604	0.691	0.2531	0.1375	0.2124	0	0.0979	0.1312	0.2676	0	0.2579	0	0
Usp6nl	27.9804	28.9005	22.6254	32.9305	28.0958	30.5638	30.1747	29.8619	31.1138	30.0269	33.1339	28.807	28.6338	28.8744	28.2517
Gm13388	0.6909	0	0	0.3173	0	0	0	0	0	0.3615	0	0.3436	0.2369	0	0
Gm13391	1.156	0.442	0	0.7079	0.7779	0.8451	0.8705	0.9189	0.6016	1.2098	1.7823	1.4052	0.7928	1.7917	1.3319
Gm38386	0	0.0985	0.0446	0.0394	0.1299	0.1882	0.0969	0.2193	0.0335	0	0	0.3841	0.0883	0.0748	0.1947
Celf2	13.9637	12.3294	11.1969	13.7852	12.7207	14.5229	14.1645	13.4594	14.7567	15.9911	15.1717	15.4392	13.2366	14.3356	14.7289
Gm13389	0.2297	0	0	0	0	0.2519	0	0	0	0	0	0	0	0	0
Gm10855	0	0	0.06	0	0	0	0.0653	0	0.0451	0.0605	0.0617	0	0	0.0504	0.0374
Gm37340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10115	0.3586	0	0.4966	0.2196	0.1207	0.1311	0	0	0	0	0.2552	0.1189	0	0	0
Gm26315	0	0	0	0	0	0.5015	0	0	0	0	0	0	0	0.3987	0
Gm26565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28641	0	0	0	0	0	0	0	0.4479	0	0	0	0	0	0	0
Gm13210	0	0	0	0	0	0	0	0	0	0	0	0	0.3688	0	0
Gm13211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1365
Gm13254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13217	0.6162	0.3534	0	0.1415	0.4665	0	0.087	0.3149	0.2405	0.3224	0.4933	0.3064	0.4226	0.5372	0.3993
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0.1667	0	0	0
Gm23963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13219	0	0.0343	0	0	0	0	0	0	0	0	0	0	0.0205	0	0
Gm13220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gata3	10.9606	9.102	9.5429	12.441	8.7166	9.6318	10.7547	6.6758	8.4697	10.0034	7.0908	7.0472	8.3268	5.8239	8.2516
Gm13256	0.2823	0.3239	0	0.778	0	0	0.1594	0	0.4408	0.2955	0.3014	0	0.5808	0	0.183
4930412O13Rik	0.2126	0.1219	0	0	0	0.2331	0.1201	0	0.3319	0.1113	0.2269	0.1057	0.1458	0	0.3445
9230102O04Rik	0	0	0	0	0	0	0.0887	0.1605	0	0.1643	0	0.3123	0.2154	0.1369	0.1018
Gm13262	0	0	0	0	0	0.0796	0.205	0.0742	0	0	0.0775	0.0722	0	0	0
Taf3	15.0965	13.3114	12.9811	13.0018	13.1043	12.8509	12.7955	13.7847	13.8295	11.6392	12.4845	11.2895	12.2443	11.4194	12.6283
C630004M23Rik	0.6982	0.3004	0.0906	0.0802	0.5286	0.4786	0.5422	0.5352	0.1363	0.3654	0.4658	0.434	0.3591	0.2283	0.5091
Atp5c1	155.8851	151.903	156.931	166.6554	156.0271	170.8615	156.6532	161.7519	168.2969	158.3131	159.0053	161.5442	170.5974	160.8683	160.5189
Gm23608	0	0	0	0	0	0	0	0	0.8953	0	1.2243	1.1407	1.5731	0	0
Kin	26.0893	26.0761	25.1262	26.9702	27.7246	25.2107	28.1557	22.0873	23.189	21.1766	26.5618	24.235	22.38	25.2991	23.2141
Itih2	7.4399	9.8556	13.383	13.18	20.6965	6.9446	7.0281	8.1467	9.6451	6.8595	7.0908	7.0032	7.3195	6.1778	7.6345
Itih5	6.7085	7.7596	6.5614	8.1081	5.7585	10.7394	7.7768	8.8312	7.906	9.7437	10.3346	11.2557	8.5642	14.2093	11.044
Gm13261	0	0	0	0	0	0.1578	0	0	0	0	0	0	0	0	0
Sfmbt2	0.6433	0.3505	0.2004	0.5466	0.487	0.5467	0.5632	0.4602	0.4645	0.4713	0.309	0.2879	0.3199	0.2103	0.5837
Gm22072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466f-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466f-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669d-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466f-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669p-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669p-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467a-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466b-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669m-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669m-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297a-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir466l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir297a-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir669h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm18547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13264	0	0	0	0	0	0	0.0412	0	0	0	0	0	0	0	0
Gm26478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
