gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID	kMEblue	kMEbrown	kMEgreen	kMEgrey	kMEred	kMEturquoise	kMEyellow	degree	betweenness	closeness
ENSMUSG00000044303	turquoise	41	72	98	63	126	75	145	333	350	326	330	355	458	372	518	Cdkn2a	12578	-0.915919795	-0.268799018	-0.10268108	-0.183974496	-0.293584262	0.93623954	-0.436928572			
ENSMUSG00000028600	turquoise	957	746	583	914	774	872	1991	1547	1872	1359	1213	1397	1708	1458	2263	Podn	242608	-0.783442834	-0.106932181	-0.090621896	-0.223331448	-0.118134293	0.846687029	-0.791202147			
ENSMUSG00000028698	turquoise	549	466	415	617	619	512	1085	1023	1132	799	781	896	1249	1082	1464	Pik3r3	18710	-0.881336505	-0.243125398	-0.056899995	-0.237350898	-0.258520228	0.914690789	-0.574585404			
ENSMUSG00000028691	turquoise	5250	4353	5478	5413	6050	4614	8807	6987	7544	6968	6370	7379	9478	9394	9796	Prdx1	18477	-0.863316107	-0.347490631	-0.072815159	-0.157556151	-0.404983365	0.856994167	-0.180560295			
ENSMUSG00000006390	turquoise	3350	3706	4576	4442	5769	3456	5928	4691	5741	5096	4740	6128	6848	6226	6984	Elovl1	54325	-0.640715616	-0.335909433	-0.169858437	0.126237621	-0.26390554	0.561997641	0.334071842			
ENSMUSG00000028655	turquoise	283	299	347	215	400	291	452	378	357	270	353	398	559	533	425	Mfsd2a	76574	-0.419186525	-0.110267363	0.220823838	-0.243407668	-0.545767783	0.38361603	0.209035003			
ENSMUSG00000047945	turquoise	416	369	440	462	552	411	720	759	803	713	683	757	1054	889	1115	Marcksl1	17357	-0.919752117	-0.281570575	-0.075363873	-0.192758676	-0.336026213	0.927898309	-0.355857082			
ENSMUSG00000050493	turquoise	26	22	42	60	25	40	74	120	87	114	164	199	136	323	238	Fam167b	230766	-0.91787699	-0.198281995	-0.268362402	-0.066239196	-0.232587491	0.931296458	-0.519523126			
ENSMUSG00000025743	turquoise	3878	3262	3362	4622	3876	3870	7675	4942	5553	5164	4966	5706	6621	6468	6886	Sdc3	20970	-0.926225794	-0.129998705	-0.420204483	0.093573697	0.001455455	0.934409409	-0.537829867			
ENSMUSG00000028581	turquoise	4276	3505	4164	5023	5101	4647	8386	7048	6044	7427	7021	8342	7694	10918	8506	Laptm5	16792	-0.928655913	-0.151040906	-0.42787256	0.152697946	-0.054825175	0.905994121	-0.342166278			
ENSMUSG00000028893	turquoise	429	412	496	494	600	580	996	943	878	615	714	857	979	1064	1141	Sesn2	230784	-0.886084505	-0.032734383	-0.167388547	-0.142093317	-0.273339825	0.879504248	-0.352221231			
ENSMUSG00000056529	turquoise	197	205	246	196	255	271	622	427	369	545	470	544	570	588	595	Ptafr	19204	-0.903895184	-0.129728871	-0.315882262	0.013983051	-0.086375021	0.922486728	-0.503079621			
ENSMUSG00000000682	turquoise	483	374	515	634	479	575	1108	830	725	858	704	823	894	747	1009	Cd52	23833	-0.771312828	-0.002239917	-0.504686389	0.147565654	0.210501847	0.80669731	-0.513037258			
ENSMUSG00000028673	turquoise	1812	1767	2201	2271	2198	1897	3540	2739	3110	2673	2643	2955	3618	3622	3566	Fuca1	71665	-0.860060833	-0.263190841	-0.191271811	-0.085248876	-0.305268178	0.85976534	-0.186671057			
ENSMUSG00000036905	turquoise	601	474	511	459	462	530	1117	1386	1219	1191	1163	1506	1533	1538	1935	C1qb	12260	-0.914681181	-0.217702552	-0.053198081	-0.273440034	-0.330029274	0.968618598	-0.655644439			
ENSMUSG00000036896	turquoise	625	516	638	541	523	526	1254	1439	1334	1286	1175	1522	1501	1588	2044	C1qc	12262	-0.909144481	-0.281489636	-0.062019118	-0.266141312	-0.343280642	0.964887905	-0.607602493			
ENSMUSG00000036887	turquoise	924	765	908	833	788	879	1862	2031	2077	1864	1725	2248	2451	2222	2753	C1qa	12259	-0.909716863	-0.219782023	-0.061219505	-0.278916044	-0.321089587	0.963663264	-0.63227596			
ENSMUSG00000028763	turquoise	7645	6534	4934	7713	6932	5500	13689	8939	9776	9944	10850	13497	11122	13879	18472	Hspg2	15530	-0.857879412	-0.340168776	-0.251743522	0.053599927	-0.153551565	0.866205977	-0.554287943			
ENSMUSG00000028766	turquoise	1006	994	969	1202	1090	944	2411	1261	2100	1507	1728	1457	2172	1607	2514	Alpl	11647	-0.70892439	-0.311147578	-0.108398606	-0.151365029	-0.173720127	0.750111238	-0.554220177			
ENSMUSG00000041202	turquoise	170	142	114	196	184	167	502	542	561	644	603	538	573	795	856	Pla2g2d	18782	-0.929755674	-0.252954369	-0.245647772	-0.071210014	-0.127639246	0.961938368	-0.644719453			
ENSMUSG00000041193	turquoise	4	8	4	7	4	7	10	29	25	21	27	53	17	21	36	Pla2g5	18784	-0.868489157	-0.154543678	-0.246265018	-0.019018209	-0.12554424	0.889557294	-0.536211096			
ENSMUSG00000006219	turquoise	1475	1223	1040	1510	1229	1220	2520	1857	2125	1932	1736	2097	2584	2358	3146	Fblim1	74202	-0.879024408	-0.239241342	-0.072724172	-0.220937236	-0.256768545	0.9361015	-0.721965176			
ENSMUSG00000028583	turquoise	3349	2849	4151	4013	3800	3142	7714	5208	5466	4903	5092	5648	6702	5970	7194	Pdpn	14726	-0.842790174	-0.380783774	-0.251178414	-0.068110019	-0.210921318	0.86883249	-0.328916449			
ENSMUSG00000028599	turquoise	1359	1087	1134	1271	1508	1201	2346	1811	1784	1785	1743	2057	2300	2759	2413	Tnfrsf1b	21938	-0.916674176	-0.248908441	-0.203353673	-0.024329884	-0.261520322	0.899673614	-0.341999333			
ENSMUSG00000028989	turquoise	76	47	101	50	62	72	154	191	119	105	127	102	95	152	177	Angptl7	654812	-0.655530869	-0.131137478	-0.086770247	-0.212849933	-0.274787776	0.706893976	-0.388079702			
ENSMUSG00000028996	turquoise	7	15	23	16	6	5	11	37	19	14	31	42	47	67	51	Rbp7	63954	-0.701079512	-0.373847409	0.108138396	-0.36206803	-0.560789236	0.757753984	-0.311856455			
ENSMUSG00000039911	turquoise	528	410	383	346	384	349	693	506	669	478	523	585	791	741	791	Spsb1	74646	-0.655349039	-0.30364501	0.383205853	-0.559753254	-0.710534361	0.710702581	-0.493971491			
ENSMUSG00000028965	turquoise	37	34	31	25	57	56	79	75	45	70	54	129	79	95	90	Tnfrsf9	21942	-0.827490817	0.046675217	-0.306002324	0.124502496	-0.066292473	0.785174947	-0.296180367			
ENSMUSG00000028957	turquoise	500	547	504	1633	1891	1768	3348	1058	1483	1685	1672	2013	903	1802	2926	Per3	18628	-0.509785579	0.258034826	-0.855752456	0.727184501	0.612529866	0.391251	-0.097760858			
ENSMUSG00000042116	turquoise	159	150	185	213	252	238	322	465	404	317	411	575	643	789	706	Vwa1	246228	-0.931583086	-0.12483906	-0.140278172	-0.161295786	-0.32661632	0.92384608	-0.414531315			
ENSMUSG00000001467	turquoise	638	681	714	572	667	625	1268	1052	1072	790	945	1140	1724	1402	1371	Cyp51	13121	-0.754694059	-0.238503318	0.207823413	-0.461422393	-0.581364156	0.80752521	-0.407406127			
ENSMUSG00000012428	turquoise	545	410	412	551	440	394	1454	890	951	915	850	870	1496	960	1379	Steap4	117167	-0.747325244	-0.370361162	-0.052613389	-0.262829266	-0.171379276	0.835335389	-0.73196006			
ENSMUSG00000040584	turquoise	891	826	855	1429	1051	1093	2411	1375	1862	1359	1279	1529	1902	1657	2398	Abcb1a	18671	-0.779413566	-0.025568824	-0.425402177	0.067581814	0.120795935	0.789514345	-0.570568166			
ENSMUSG00000028970	turquoise	167	115	102	177	123	158	302	232	292	187	221	239	309	290	377	Abcb1b	18669	-0.810638333	-0.045964782	-0.094390885	-0.260388315	-0.206097679	0.856394549	-0.789663518			
ENSMUSG00000044968	turquoise	166	128	160	175	186	196	377	315	293	250	287	283	311	454	416	Napepld	242864	-0.90999192	-0.075731056	-0.271943556	-0.066334249	-0.194439178	0.912282648	-0.495719467			
ENSMUSG00000028978	turquoise	507	501	418	384	421	263	716	652	607	393	509	623	800	741	837	Nos3	18127	-0.483584529	-0.585136692	0.465489291	-0.536950937	-0.741835171	0.561537397	-0.245652545			
ENSMUSG00000025746	turquoise	7	6	7	8	5	5	22	26	21	40	26	72	32	29	52	Il6	16193	-0.87231244	-0.278068231	-0.258628843	-0.013803958	-0.113385016	0.900122054	-0.558657025			
ENSMUSG00000029135	turquoise	2609	2165	2035	2360	2505	3258	5952	3966	3980	1928	2597	5049	4419	5035	6386	Fosl2	14284	-0.565454668	0.192941586	0.01005349	-0.240677978	-0.304943339	0.560356356	-0.440864847			
ENSMUSG00000011034	turquoise	85	72	83	113	164	128	259	175	139	215	171	177	209	216	232	Slc5a1	20537	-0.841388811	-0.041939829	-0.585144309	0.356910817	0.257919369	0.794809544	-0.285624908			
ENSMUSG00000054520	turquoise	303	289	344	481	405	302	714	499	486	572	572	557	577	653	671	Sh3bp2	24055	-0.850026711	-0.367879669	-0.567889244	0.321742664	0.119846855	0.83750105	-0.246718677			
ENSMUSG00000029103	turquoise	2695	2313	2699	2892	2731	2579	5054	3735	3956	3179	3403	4146	4607	4497	4989	Lrpap1	16976	-0.901704901	-0.212012538	-0.153731162	-0.156957154	-0.334894527	0.918755151	-0.399333542			
ENSMUSG00000036596	turquoise	71	67	51	64	44	58	138	158	150	155	174	154	178	185	217	Cpz	242939	-0.870963014	-0.254307286	-0.098579523	-0.218102002	-0.245034809	0.941795357	-0.715151754			
ENSMUSG00000029093	turquoise	998	968	1020	1365	1803	1034	1872	1442	1655	1526	1515	2033	1739	2015	2031	Sorcs2	81840	-0.803900267	-0.272999638	-0.481191582	0.403987379	0.021874215	0.693031091	0.13703414			
ENSMUSG00000029119	turquoise	1439	1382	1442	1892	1951	1672	3181	2138	2368	2330	2091	2572	2671	2798	3247	Man2b2	17160	-0.957357777	-0.111498294	-0.519895753	0.265218163	0.056594339	0.911336823	-0.284509324			
ENSMUSG00000029086	turquoise	819	691	609	761	713	699	1628	1203	1527	1247	1159	1151	1766	1374	1662	Prom1	19126	-0.822862592	-0.252366879	-0.000835667	-0.305657366	-0.257679583	0.893099196	-0.708778143			
ENSMUSG00000029092	turquoise	1	2	0	1	1	0	0	14	2	4	14	14	15	16	17	D5Ertd615e	52401	-0.822800407	-0.373351462	-0.017186669	-0.188293425	-0.330654088	0.861602952	-0.483843624			
ENSMUSG00000031558	turquoise	1262	1029	723	1354	1273	1279	2412	1943	2134	2115	1866	2120	2075	2372	3283	Slit2	20563	-0.898399479	-0.072181186	-0.338078447	0.072572957	0.025835932	0.903474807	-0.655523967			
ENSMUSG00000072941	turquoise	5716	4644	4264	5291	4334	4997	9620	6823	8197	6636	6667	6888	9502	8671	10872	Sod3	20657	-0.806033855	-0.111140101	0.062726671	-0.395626705	-0.37202267	0.887386163	-0.799982028			
ENSMUSG00000039252	turquoise	299	224	194	270	301	242	513	397	562	565	489	560	664	695	901	Lgi2	246316	-0.915190383	-0.251519104	-0.141196006	-0.120939301	-0.241261084	0.923953588	-0.582892152			
ENSMUSG00000029189	turquoise	105	93	121	107	199	93	157	200	97	175	147	263	165	259	156	Sel1l3	231238	-0.686396961	-0.279292154	-0.334932986	0.272330821	-0.074632084	0.620312154	0.136642316			
ENSMUSG00000029108	turquoise	285	187	158	271	173	270	431	289	398	337	247	406	342	315	520	Pcdh7	54216	-0.606781171	0.197184511	-0.221345019	-0.045406252	0.057819237	0.636560493	-0.743702213			
ENSMUSG00000029174	turquoise	732	665	585	814	753	750	1459	1170	1162	1098	1164	1182	1381	1496	1594	Tbc1d1	57915	-0.947717343	-0.155968243	-0.271990792	-0.033691026	-0.127902151	0.971510789	-0.59953404			
ENSMUSG00000036256	turquoise	8331	7413	8445	8810	8458	7343	15933	13939	15908	12420	13597	15276	20054	18549	22431	Igfbp7	29817	-0.9058376	-0.326587891	0.001638557	-0.315197769	-0.433909115	0.948657599	-0.529625286			
ENSMUSG00000067149	turquoise	2128	4899	3925	2789	3365	4014	13443	30059	20883	20647	15715	17672	21644	12255	36783	Jchain	16069	-0.798337033	-0.197926774	-0.056809205	-0.246213469	-0.21286804	0.869683914	-0.599468246			
ENSMUSG00000029373	turquoise	160	191	225	354	335	130	436	291	379	287	317	316	451	406	502	Pf4	56744	-0.605285854	-0.656571383	-0.247427096	0.137878921	-0.115170094	0.576180114	0.091243934			
ENSMUSG00000029417	turquoise	28	48	38	30	24	31	80	154	124	95	115	105	79	100	92	Cxcl9	17329	-0.778138902	-0.252815678	-0.100817572	-0.181709081	-0.214448297	0.848801679	-0.528619155			
ENSMUSG00000034855	turquoise	32	48	56	34	23	37	80	122	103	139	98	131	128	105	138	Cxcl10	15945	-0.815649237	-0.23956652	-0.067673913	-0.242211376	-0.266197501	0.895612478	-0.567568464			
ENSMUSG00000023078	turquoise	174	117	117	99	115	124	384	367	244	269	217	403	389	238	200	Cxcl13	55985	-0.683853434	-0.22661769	-0.070250997	-0.176015926	-0.119837359	0.749603253	-0.554152106			
ENSMUSG00000035273	turquoise	171	190	173	267	261	192	457	466	380	455	345	495	478	514	433	Hpse	15442	-0.921849007	-0.295353252	-0.358250383	0.09156777	-0.014990833	0.933634622	-0.398912062			
ENSMUSG00000029307	turquoise	1	2	0	2	0	0	0	3	1	5	0	49	3	7	1	Dmp1	13406	-0.566403504	-0.208615553	-0.143477961	0.036115661	-0.12129432	0.565480737	-0.262982755			
ENSMUSG00000029306	turquoise	0	0	1	1	1	0	3	3	0	4	0	159	6	65	2	Ibsp	15891	-0.653344999	-0.18652277	-0.252122166	0.099716042	-0.162329206	0.611092119	-0.156476046			
ENSMUSG00000029304	turquoise	1685	1433	2169	2141	4233	1873	2644	13678	2959	9803	7710	24237	7426	18329	9411	Spp1	20750	-0.942944026	-0.26879325	-0.304133832	0.071032294	-0.157631314	0.925173021	-0.291412228			
ENSMUSG00000054720	turquoise	2378	2402	2093	2884	3316	1954	3745	2822	3628	3022	3182	3710	4260	3755	4795	Lrrc8c	100604	-0.752903086	-0.475563488	-0.149336232	0.121163619	-0.237822529	0.692532878	0.025095038			
ENSMUSG00000014158	turquoise	191	217	214	223	181	152	432	367	336	249	292	305	478	378	554	Trpv4	63873	-0.681507986	-0.442368188	0.20374826	-0.474487883	-0.512403103	0.788497934	-0.522156041			
ENSMUSG00000029561	turquoise	876	518	546	805	642	593	1583	973	882	879	835	980	999	939	1512	Oasl2	23962	-0.611298732	-0.267000181	-0.304640905	0.067208977	0.103523579	0.66315786	-0.666331186			
ENSMUSG00000029602	turquoise	7	10	8	20	15	32	26	39	20	41	21	70	18	48	46	Rasal1	19415	-0.814656089	0.193057512	-0.552051492	0.294479395	0.183452082	0.77777768	-0.373910933			
ENSMUSG00000032690	turquoise	245	95	80	103	129	116	341	184	217	182	168	241	210	167	483	Oas2	246728	-0.454697851	-0.128120363	0.020490666	-0.150156148	-0.116752724	0.483035601	-0.642137599			
ENSMUSG00000032661	turquoise	94	34	35	68	60	63	125	101	52	126	86	146	57	89	120	Oas3	246727	-0.608102702	-0.042951398	-0.550589842	0.401426243	0.33497944	0.588335762	-0.419981364			
ENSMUSG00000052776	turquoise	161	92	122	120	104	100	238	242	191	238	179	288	258	298	332	Oas1a	246730	-0.871581747	-0.310837655	-0.098336794	-0.202045425	-0.300628949	0.920729745	-0.584741216			
ENSMUSG00000029608	turquoise	1	0	0	2	3	0	7	36	6	39	28	53	24	63	27	Rph3a	19894	-0.951148021	-0.355800466	-0.320735412	0.042635392	-0.093208501	0.964165118	-0.507674008			
ENSMUSG00000064267	turquoise	351	311	351	504	467	414	837	595	529	702	601	707	733	910	744	Hvcn1	74096	-0.900173075	-0.160227678	-0.532157283	0.257178617	0.097058947	0.87791638	-0.341230644			
ENSMUSG00000029401	turquoise	289	255	310	342	345	267	563	536	449	428	395	563	613	641	596	Rilpl2	80291	-0.896774859	-0.33394477	-0.169137187	-0.103448581	-0.282458796	0.910899215	-0.308262223			
ENSMUSG00000034324	turquoise	408	333	320	390	237	310	526	566	636	476	503	398	714	592	657	Tmem132c	208213	-0.561202921	-0.199518473	0.245646937	-0.539604081	-0.435394597	0.68331752	-0.647967325			
ENSMUSG00000044017	turquoise	257	169	150	218	190	222	458	344	397	295	309	361	373	390	446	Adgrd1	243277	-0.847202094	-0.072135022	-0.180290584	-0.142331013	-0.125615565	0.882355164	-0.757562246			
ENSMUSG00000025534	turquoise	1201	1103	1137	1341	1387	1243	2375	2175	1855	2194	1999	2934	2432	3266	2828	Gusb	110006	-0.962195979	-0.208124723	-0.302695231	0.029799698	-0.17313848	0.959023089	-0.425370348			
ENSMUSG00000015950	turquoise	726	628	823	975	1055	971	2004	1346	1136	1659	1701	1402	1452	2291	1891	Ncf1	17969	-0.865969923	-0.102529752	-0.549442915	0.269668445	0.095527125	0.839106715	-0.34151298			
ENSMUSG00000040751	turquoise	97	81	96	127	118	111	298	236	152	215	209	250	210	218	296	Lat2	56743	-0.889121875	-0.196334224	-0.481756996	0.176598285	0.114867139	0.909751142	-0.532085508			
ENSMUSG00000037411	turquoise	1055	944	1168	1215	1640	1237	2525	1977	2699	2225	2919	3010	2815	3800	4021	Serpine1	18787	-0.959287951	-0.210828051	-0.27518483	-0.003980061	-0.22479077	0.930403925	-0.403787043			
ENSMUSG00000047592	turquoise	23	20	19	22	24	27	46	78	58	94	71	118	69	91	106	Nxpe5	381680	-0.959981798	-0.18083737	-0.290513609	-0.001526819	-0.116272977	0.975891587	-0.557544184			
ENSMUSG00000025854	turquoise	343	329	391	400	416	373	777	971	542	829	759	1245	908	1193	803	Fam20c	80752	-0.917531399	-0.24198678	-0.301503385	0.024320408	-0.136913123	0.93123197	-0.402626815			
ENSMUSG00000029581	turquoise	593	559	432	590	595	566	1126	1627	1305	1330	1375	1713	1889	2097	2147	Fscn1	14086	-0.94232981	-0.239074421	-0.105357436	-0.195064721	-0.280034786	0.980388404	-0.608514682			
ENSMUSG00000052271	turquoise	40	43	53	47	101	41	95	120	101	70	66	98	119	66	183	Bhlha15	17341	-0.606458238	-0.302252245	-0.014349237	-0.087372092	-0.209681509	0.589503433	-0.039575803			
ENSMUSG00000029622	turquoise	4536	3740	5293	4840	5110	4454	8329	5994	6064	5440	5439	6099	7813	7611	7890	Arpc1b	11867	-0.72011559	-0.19275797	-0.129767609	-0.116836047	-0.345904401	0.710665454	-0.059657091			
ENSMUSG00000060063	turquoise	782	576	894	898	798	799	1517	993	970	1044	944	1084	1352	1530	1336	Alox5ap	11690	-0.714833818	-0.107389249	-0.301839437	0.000982554	-0.159654594	0.710775196	-0.219698066			
ENSMUSG00000029661	turquoise	7556	6822	4952	7259	6374	7094	11405	11239	12293	11321	10662	14367	13191	14230	16004	Col1a2	12843	-0.906041893	-0.113592262	-0.141966281	-0.122691981	-0.215558707	0.932558574	-0.629833286			
ENSMUSG00000068794	turquoise	29	22	17	26	20	22	64	48	95	72	50	106	55	85	104	Col28a1	213945	-0.862519406	-0.214142064	-0.187262513	-0.091137925	-0.195652282	0.876266524	-0.609315224			
ENSMUSG00000042717	turquoise	216	217	180	268	276	336	552	265	351	374	357	399	374	406	704	Ppp1r3a	140491	-0.708701042	0.278795219	-0.524383054	0.314054972	0.220403688	0.659212974	-0.470833169			
ENSMUSG00000068748	turquoise	286	251	208	230	213	231	530	388	510	428	361	380	599	467	565	Ptprz1	19283	-0.758263677	-0.231965008	0.133654078	-0.424488655	-0.364893073	0.848306314	-0.735366124			
ENSMUSG00000051855	turquoise	257	210	176	203	223	158	402	385	588	403	400	450	565	469	731	Mest	17294	-0.826886792	-0.377526512	0.087193717	-0.332030054	-0.41036832	0.872264626	-0.587479935			
ENSMUSG00000029763	turquoise	1358	1146	986	1406	1346	1113	2328	1742	2209	1873	1746	2042	2415	2065	2812	Exoc4	20336	-0.914792485	-0.317100114	-0.13591508	-0.110313875	-0.201907582	0.937758158	-0.583206678			
ENSMUSG00000029762	turquoise	451	378	439	533	564	561	934	920	924	838	789	937	1009	1003	956	Akr1b8	14187	-0.942394991	-0.079321107	-0.329670802	0.01056675	-0.06480062	0.938075468	-0.44234779			
ENSMUSG00000029925	turquoise	237	220	225	318	290	269	478	409	380	498	568	645	474	723	615	Tbxas1	21391	-0.94014006	-0.17939982	-0.453659625	0.193434766	-0.035948156	0.916662541	-0.405021128			
ENSMUSG00000029915	turquoise	81	86	109	131	139	112	189	235	141	239	200	288	232	287	241	Clec5a	23845	-0.926755052	-0.201401713	-0.427871674	0.168614357	-0.019061723	0.913936454	-0.290532769			
ENSMUSG00000029810	turquoise	6240	4850	5714	6103	6156	5522	11630	8623	9518	8461	7777	9108	11469	10323	12789	Tmem176b	65963	-0.932610693	-0.270073937	-0.101783956	-0.22241027	-0.314628936	0.966322769	-0.540717525			
ENSMUSG00000023367	turquoise	5703	4606	4872	5696	5602	4918	10997	8214	9146	8244	7466	8688	10829	9761	11664	Tmem176a	66058	-0.936969475	-0.306898697	-0.128060681	-0.184931659	-0.256478061	0.976871587	-0.587280142			
ENSMUSG00000108084	turquoise	28	22	22	26	32	22	46	127	69	73	89	95	116	126	129	Gm7932	666105	-0.917231367	-0.303608124	-0.080762284	-0.214408141	-0.302297354	0.958286912	-0.534529771			
ENSMUSG00000029811	turquoise	21	19	35	42	33	45	114	165	150	169	134	194	185	190	247	Aoc1	76507	-0.937513771	-0.17729921	-0.247849582	-0.111248784	-0.140920865	0.969586431	-0.606210814			
ENSMUSG00000029816	turquoise	1643	1332	1572	1601	2085	1768	2947	9644	3243	7803	6613	13199	6495	12753	6481	Gpnmb	93695	-0.961705317	-0.23391799	-0.258399257	-0.026307099	-0.178174809	0.973895152	-0.465817954			
ENSMUSG00000029819	turquoise	6	7	9	11	7	14	22	175	27	103	78	276	88	187	88	Npy	109648	-0.926654257	-0.200084643	-0.266712495	-0.030326383	-0.151747309	0.949669651	-0.496910022			
ENSMUSG00000038301	turquoise	467	373	420	528	500	443	830	658	766	660	644	688	775	891	856	Snx10	71982	-0.940196039	-0.219969033	-0.300239887	0.00160054	-0.167976641	0.931849128	-0.401896834			
ENSMUSG00000053007	turquoise	391	290	157	289	258	246	461	464	596	290	305	261	536	429	874	Creb5	231991	-0.308112771	-0.106235249	0.425745304	-0.543182086	-0.415416472	0.387772847	-0.571264481			
ENSMUSG00000086040	turquoise	597	575	580	723	529	562	1322	922	1044	736	966	1106	954	1082	1348	Wipf3	330319	-0.820077191	-0.2360136	-0.239790871	-0.072195488	-0.201052938	0.861476812	-0.573612298			
ENSMUSG00000019124	turquoise	561	508	577	809	570	520	1488	845	1164	885	930	828	1188	1010	1265	Scrn1	69938	-0.726563527	-0.371019501	-0.262760772	-0.082454476	-0.042672128	0.790179262	-0.578587678			
ENSMUSG00000029802	turquoise	353	321	458	598	454	525	1171	645	618	637	756	911	759	1121	1043	Abcg2	26357	-0.831485808	-0.034026943	-0.562453949	0.22895527	0.06923669	0.808691991	-0.395618594			
ENSMUSG00000029919	turquoise	73	53	66	125	79	84	165	221	219	278	263	372	195	348	369	Hpgds	54486	-0.95970071	-0.207671542	-0.392343169	0.077154677	-0.061612346	0.960772913	-0.539933007			
ENSMUSG00000049001	turquoise	4537	4166	4768	6232	6746	5116	12268	9052	11459	9666	8589	11649	11465	10439	12708	Ndnf	68169	-0.941742623	-0.25115842	-0.367291992	0.073732513	-0.033301579	0.928300597	-0.414696758			
ENSMUSG00000076501	turquoise	20	50	37	48	38	43	176	249	475	212	53	179	217	265	625	Igkv2-137	692187	-0.676019429	-0.162581751	0.065907949	-0.348658243	-0.314732554	0.729763571	-0.53199407			
ENSMUSG00000096336	turquoise	83	151	182	123	125	93	272	1568	957	710	337	1375	724	173	1678	Igkv1-135	243420	-0.676275666	-0.237895777	-0.007515268	-0.229454857	-0.200132445	0.736168743	-0.448274178			
ENSMUSG00000094491	turquoise	14	11	18	2	28	2	37	52	215	215	36	46	66	83	121	Igkv1-133	628027	-0.643669639	-0.34257942	0.014729853	-0.200309896	-0.246630108	0.668984274	-0.349254172			
ENSMUSG00000096461	turquoise	1	4	3	18	4	8	19	40	43	30	12	0	8	24	78	Igkv14-130	628072	-0.338989628	-0.019467184	-0.104075803	-0.120064979	0.029403336	0.39901534	-0.383356265			
ENSMUSG00000093906	turquoise	0	2	2	4	0	1	5	29	12	2	4	0	43	8	3	Igkv9-129	692182	-0.232654714	-0.154030549	0.304311835	-0.540898404	-0.280575461	0.357828688	-0.363395125			
ENSMUSG00000076508	turquoise	47	166	52	46	104	91	256	199	322	262	313	397	537	143	407	Igkv17-127	243433	-0.674345115	-0.17030172	-0.007205396	-0.166128002	-0.167956767	0.714495821	-0.502348241			
ENSMUSG00000094345	turquoise	58	24	37	40	15	85	82	114	85	58	116	66	45	14	152	Igkv14-126	628127	-0.232838653	0.317416755	-0.17860927	-0.034083783	0.184471295	0.287407414	-0.536270345			
ENSMUSG00000096632	turquoise	6	33	52	29	27	68	69	849	125	336	137	104	310	607	228	Igkv9-124	243431	-0.754510085	-0.123955359	-0.071705928	-0.242992078	-0.219650718	0.823364106	-0.448135154			
ENSMUSG00000076512	turquoise	6	5	5	7	19	1	4	15	41	100	19	27	9	11	37	Igkv9-123	628144	-0.584176969	-0.329973496	-0.284424238	0.202634373	0.092729727	0.567349018	-0.158210146			
ENSMUSG00000095497	turquoise	139	22	5	4	2	29	15	718	70	25	102	22	13	280	32	Igkv1-122	434024	-0.414614781	-0.083651306	0.128094502	-0.311863788	-0.274716819	0.486626043	-0.432557995			
ENSMUSG00000076514	turquoise	21	52	57	67	61	41	236	694	109	80	134	488	291	102	314	Igkv17-121	667435	-0.624983921	-0.233969422	-0.111567279	-0.117956118	-0.09736533	0.681244114	-0.378172344			
ENSMUSG00000094872	turquoise	30	77	49	43	48	105	275	375	255	319	139	333	651	143	310	Igkv9-120	434025	-0.676231275	-0.070417808	-0.015957668	-0.271799189	-0.107669383	0.755919765	-0.602953061			
ENSMUSG00000094335	turquoise	147	203	197	103	149	256	899	1367	963	1806	804	396	1280	947	1535	Igkv1-117	16098	-0.727622773	-0.15502581	-0.050419286	-0.263368581	-0.153801584	0.813573274	-0.649402512			
ENSMUSG00000076518	turquoise	0	4	4	4	4	8	36	28	104	36	5	8	6	2	32	Igkv2-112	381776	-0.283027033	0.034495889	-0.099337235	-0.081073426	0.094010282	0.317791067	-0.294865533			
ENSMUSG00000095771	turquoise	57	76	96	78	130	48	278	544	610	442	338	608	594	270	684	Igkv14-111	545847	-0.824741208	-0.357786621	-0.073002513	-0.195834734	-0.220924663	0.866182771	-0.48678012			
ENSMUSG00000093861	turquoise	243	398	336	218	208	275	1471	1879	1085	1501	1088	781	1114	604	2217	Igkv1-110	381777	-0.653253291	-0.232271829	-0.060368263	-0.220920716	-0.108460386	0.756498786	-0.649150122			
ENSMUSG00000105606	turquoise	96	91	45	62	22	51	249	204	454	163	167	101	191	142	608	Igkv2-109	628268	-0.428533522	-0.172376529	0.219076877	-0.458947953	-0.310535612	0.532363039	-0.713463148			
ENSMUSG00000076522	turquoise	163	136	95	113	106	52	313	1362	826	725	196	635	1552	426	1144	Igkv16-104	381778	-0.660519093	-0.343068024	0.198612639	-0.451006313	-0.341125392	0.755302666	-0.566033223			
ENSMUSG00000076523	turquoise	104	87	144	105	128	56	445	902	560	466	131	585	864	596	850	Igkv15-103	692169	-0.737990582	-0.363616021	0.099713943	-0.387228314	-0.361557401	0.810415194	-0.494739602			
ENSMUSG00000096515	turquoise	11	66	29	23	8	28	49	86	76	94	61	60	185	128	298	Igkv14-100	243439	-0.599680863	-0.137685377	0.222384802	-0.472665154	-0.444387729	0.701460092	-0.580604689			
